"","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes"
"306","BGCv11","ESSF","ESSF_dry","ESSFdvw","ESSFdvw","Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Woodland","","","","BC","BC",""
"307","BGCv11","ESSF","ESSF_meso","ESSFmc","ESSFmc","Moist Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold","","","","BC","BC",""
"308","BGCv11","ESSF","ESSF_meso","ESSFmcp","ESSFmcp","Moist Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Parkland","","","","BC","BC",""
"309","BGCv11","ESSF","ESSF_meso","ESSFmh","ESSFmh","Moist Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Hot","","","","BC","BC",""
"310","BGCv11","ESSF","ESSF_meso","ESSFmk","ESSFmk","Moist Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool","","","","BC","BC",""
"311","BGCv11","ESSF","ESSF_meso","ESSFmkp","ESSFmkp","Moist Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Parkland","","","","BC","BC",""
"312","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm1","Raush Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Raush","","","BC","BC",""
"313","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm2","Robson Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Robson","","","BC","BC",""
"314","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm3","Spillimacheen Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Spillimacheen","","","BC","BC",""
"315","BGCv11","ESSF","ESSF_meso","ESSFmmp","ESSFmmp","Moist Mild Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Parkland","","","","BC","BC",""
"316","BGCv11","ESSF","ESSF_meso","ESSFmmw","ESSFmmw","Moist Mild Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild Woodland","","","","BC","BC",""
"317","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv1","Nechako Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Nechako","","","BC","BC",""
"318","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv2","Bullmoose Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Bullmoose","","","BC","BC",""
"319","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv3","Omineca Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Omineca","","","BC","BC",""
"320","BGCv11","ESSF","ESSF_meso","ESSFmv","ESSFmv4","Graham Moist Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Very Cold","Graham","","","BC","BC",""
"321","BGCv11","MS","MS_meso","MSdw","MSdw","Dry Warm MS","Montane Spruce","Dry Warm","","","","BC","BC",""
"322","BGCv11","MS","MS_dry","MSxk","MSxk1","Similkameen Very Dry Cool MS","Montane Spruce","Very Dry Cool","Similkameen","","","BC","BC",""
"323","BGCv11","MS","MS_dry","MSxk","MSxk2","South Thompson Very Dry Cool MS","Montane Spruce","Very Dry Cool","South Thompson","","","BC","BC",""
"324","BGCv11","MS","MS_dry","MSxk","MSxk3","Pavillion Very Dry Cool MS","Montane Spruce","Very Dry Cool","Pavillion","","","BC","BC",""
"325","BGCv11","MS","MS_dry","MSxv","MSxv","Very Dry Very Cold MS","Montane Spruce","Very Dry Very Cold","","","","BC","BC",""
"326","BGCv11","PP","PP","PPxh","PPxh1","Okanagan Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Okanagan","","","BC","BC",""
"327","BGCv11","PP","PP","PPxh","PPxh2","Thompson Very Dry Hot PP","Ponderosa Pine","Very Dry Hot","Thompson","","","BC","BC",""
"328","BGCv11","SBPS","SBPS","SBPSdc","SBPSdc","Dry Cold SBPS","Sub-Boreal Pine  –  Spruce","Dry Cold","","","","BC","BC",""
"329","BGCv11","SBPS","SBPS","SBPSmc","SBPSmc","Moist Cold SBPS","Sub-Boreal Pine  –  Spruce","Moist Cold","","","","BC","BC",""
"330","BGCv11","SBPS","SBPS","SBPSmk","SBPSmk","Moist Cool SBPS","Sub-Boreal Pine  –  Spruce","Moist Cool","","","","BC","BC",""
"331","BGCv11","SBPS","SBPS","SBPSxc","SBPSxc","Very Dry Cold SBPS","Sub-Boreal Pine  –  Spruce","Very Dry Cold","","","","BC","BC",""
"332","BGCv11","SBS","SBS_warm","SBSdh","SBSdh1","McLennan Dry Hot SBS","Sub-Boreal Spruce","Dry Hot","McLennan","","","BC","BC",""
"333","BGCv11","SBS","SBS_warm","SBSdh","SBSdh2","Robson Dry Hot SBS","Sub-Boreal Spruce","Dry Hot","Robson","","","BC","BC",""
"334","BGCv11","SBS","SBS_warm","SBSdk","SBSdk","Dry Cool SBS","Sub-Boreal Spruce","Dry Cool","","","","BC","BC",""
"335","BGCv11","SBS","SBS_warm","SBSdw","SBSdw1","Horsefly Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Horsefly","","","BC","BC",""
"336","BGCv11","SBS","SBS_warm","SBSdw","SBSdw2","Blackwater Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Blackwater","","","BC","BC",""
"337","BGCv11","SBS","SBS_warm","SBSdw","SBSdw3","Stuart Dry Warm SBS","Sub-Boreal Spruce","Dry Warm","Stuart","","","BC","BC",""
"338","BGCv11","SBS","SBS_meso","SBSmc","SBSmc1","Moffat Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Moffat","","","BC","BC",""
"339","BGCv11","SBS","SBS_meso","SBSmc","SBSmc2","Babine Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Babine","","","BC","BC",""
"340","BGCv11","SBS","SBS_meso","SBSmc","SBSmc3","Kluskus Moist Cold SBS","Sub-Boreal Spruce","Moist Cold","Kluskus","","","BC","BC",""
"341","BGCv11","SBS","SBS_warm","SBSmh","SBSmh","Moist Hot SBS","Sub-Boreal Spruce","Moist Hot","","","","BC","BC",""
"342","BGCv11","SBS","SBS_meso","SBSmk","SBSmk1","Mossvale Moist Cool SBS","Sub-Boreal Spruce","Moist Cool","Mossvale","","","BC","BC",""
"343","BGCv11","SBS","SBS_meso","SBSmk","SBSmk2","Williston Moist Cool SBS","Sub-Boreal Spruce","Moist Cool","Williston","","","BC","BC",""
"344","BGCv11","SBS","SBS_meso","SBSmm","SBSmm","Moist Mild SBS","Sub-Boreal Spruce","Moist Mild","","","","BC","BC",""
"345","BGCv11","SBS","SBS_warm","SBSmw","SBSmw","Moist Warm SBS","Sub-Boreal Spruce","Moist Warm","","","","BC","BC",""
"346","BGCv11","SBS","SBS_meso","SBSun","SBSun","Undifferentiated SBS","Sub-Boreal Spruce","Undifferentiated","","","","BC","BC",""
"347","BGCv11","SBS","SBS_wet","SBSvk","SBSvk","Very Wet Cool SBS","Sub-Boreal Spruce","Very Wet Cool","","","","BC","BC",""
"348","BGCv11","SBS","SBS_wet","SBSwk","SBSwk1","Willow Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Willow","","","BC","BC",""
"349","BGCv11","SBS","SBS_wet","SBSwk","SBSwk2","Finlay  –  Peace Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Finlay  –  Peace","","","BC","BC",""
"350","BGCv11","SBS","SBS_wet","SBSwk","SBSwk3","Takla Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Takla","","","BC","BC",""
"351","BGCv11","SBS","SBS_wet","SBSwka","SBSwk3a","Takla Wet Cool SBS","Sub-Boreal Spruce","Wet Cool","Takla","","","BC","BC",""
"352","BGCv11","SWB","SWB","SWBmk","SWBmk","Moist Cool SWB","Spruce –  Willow  –  Birch","Moist Cool","","","","BC","BC",""
"353","BGCv11","SWB","SWB","SWBmks","SWBmks","Moist Cool Scrub SWB","Spruce –  Willow  –  Birch","Moist Cool Scrub","","","","BC","BC",""
"354","BGCv11","SWB","SWB","SWBun","SWBun","Undifferentiated SWB","Spruce –  Willow  –  Birch","Undifferentiated","","","","BC","BC",""
"355","BGCv11","SWB","SWB","SWBuns","SWBuns","Undifferentiated Scrub SWB","Spruce –  Willow  –  Birch","Undifferentiated Scrub","","","","BC","BC",""
"356","BGCv11","SWB","SWB","SWBvk","SWBvk","Very Wet Cool SWB","Spruce –  Willow  –  Birch","Very Wet Cool","","","","BC","BC",""
"357","BGCv11","SWB","SWB","SWBvks","SWBvks","Very Wet Cool Scrub SWB","Spruce –  Willow  –  Birch","Very Wet Cool Scrub","","","","BC","BC",""
"358","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh1","Cascade Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Cascade","","","BC","BC",""
"359","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh2","Stein Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Stein","","","BC","BC",""
"360","BGCv12","ESSF","ESSF_meso","ESSFmcw","ESSFmcw","Moist Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Woodland","","","","BC","BC",""
"361","BGCv12","ESSF","ESSF_meso","ESSFmkw","ESSFmkw","Moist Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Woodland","","","","BC","BC",""
"362","BGCv12","ESSF","ESSF_wet","ESSFwvw","ESSFwvw","Wet Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Wet Very Cold Woodland","","","","BC","BC",""
"363","BGCv12","ICH","ICH_dry","ICHxm","ICHxm1","Shuswap Very Dry Mild ICH","Interior Cedar  –  Hemlock","Very Dry Mild","Shuswap","","","BC","BC",""
"364","BGCv12","IDF","IDF","IDFdh","IDFdh","Dry Hot IDF","Interior Douglas-fir","Dry Hot","","","","BC","BC",""
"365","BGCv12","IDF","IDF_hot","IDFxx","IDFxx1","Kettle Very Hot Very Dry IDF","Interior Douglas-fir","Very Hot Very Dry","Kettle","","","BC","BC",""
"366","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm1","Central Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Central","","","BC","BC",""
"367","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm2","Western Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Western","","","BC","BC",""
"368","BGCv13","CWH","CWH_dry/continental","CWHdm","CWHdm3","Eastern Dry Maritime CWH","Coastal Western Hemlock","Dry Maritime","Eastern","","","BC","BC",""
"369","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds1","Southern Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Southern","","","BC","BC",""
"370","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds2","Central Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Central","","","BC","BC",""
"371","BGCv13","CWH","CWH_meso","CWHmm","CWHmm1","Submontane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Submontane","","","BC","BC",""
"372","BGCv13","CWH","CWH_meso","CWHmm","CWHmm2","Montane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Montane","","","BC","BC",""
"373","BGCv13","CWH","CWH_meso","CWHms","CWHms3","Submontane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Submontane","","","BC","BC",""
"374","BGCv13","CWH","CWH_meso","CWHms","CWHms4","Montane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Montane","","","BC","BC",""
"375","BGCv13","CWH","CWH_meso","CWHms","CWHms5","Subcontinental Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Subcontinental","","","BC","BC",""
"376","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh1","Southern Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Southern","","","BC","BC",""
"377","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh2","Central Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Central","","","BC","BC",""
"378","BGCv13","CWH","CWH_meso","CWHvm","CWHvm1","Southern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Submontane","","","BC","BC",""
"379","BGCv13","CWH","CWH_meso","CWHvm","CWHvm2","Southern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Montane","","","BC","BC",""
"380","BGCv13","CWH","CWH_meso","CWHvm","CWHvm3","Northern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Submontane","","","BC","BC",""
"381","BGCv13","CWH","CWH_meso","CWHvm","CWHvm4","Northern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Montane","","","BC","BC",""
"382","BGCv13","CWH","CWH_meso","CWHwm","CWHwm","Wet Maritime CWH","Coastal Western Hemlock","Wet Maritime","","","","BC","BC",""
"383","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws1","Northern Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Northern Submontane","","","BC","BC",""
"384","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws2","Montane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Montane","","","BC","BC",""
"385","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws3","Central Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Central Submontane","","","BC","BC",""
"386","BGCv13","CWH","CWH_dry/continental","CWHxs","CWHxs","Very Dry SubMaritime CWH","Coastal Western Hemlock","Very Dry SubMaritime","","","","BC","BC",""
"387","BGCv13","ICH","ICH_dry","ICHun","ICHun","Undifferentiated ICH","Interior Cedar  –  Hemlock","Undifferentiated","","","","BC","BC",""
"388","BGCv13","MH","MH_submaritme","MHms","MHms","Moist Submaritime MH","Mountain Hemlock","Moist Submaritime","","","","BC","BC",""
"389","BGCv13","MH","MH_submaritme","MHmsp","MHmsp","Moist Submaritime Parkland MH","Mountain Hemlock","Moist Submaritime Parkland","","","","BC","BC",""
"390","BGCv13","MH","MH_maritime","MHvh","MHvh","Very Wet Hypermaritime MH","Mountain Hemlock","Very Wet Hypermaritime","","","","BC","BC",""
"391","BGCv13","MH","MH_maritime","MHvhp","MHvhp","Very Wet Hypermaritime Parkland MH","Mountain Hemlock","Very Wet Hypermaritime Parkland","","","","BC","BC",""
"392","USA_2019","BG","BG","BGxx","BGxx_WY","Wyoming Very Dry Extremely Cold BG","Bunchgrass","Very Dry Extremely Cold","Wyoming","","","USA","WY",""
"393","USA_2023","ESSF","ESSF_dry","ESSFdw","ESSFdw_ID","Idaho Dry Warm ESSF","Engelmann Spruce – Subalpine Fir","Dry Warm","Idaho","","","USA","ID",""
